Код,"Альтернативный код",Бренд,Наименование,Применение,"Цена закупки","Цена продажи",Количество,Склад,"Локальный склад?","Фото детали"
3931038400,3931038450,KIA-HYUNDAI,"Датчик положения коленвала","Sorento 2.4L H-1(2.4B)",0,1494,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/3931038400-kia-hyundai-01.jpg
0K56612121,0K9BV12121/CZB007E,KIA-HYUNDAI,"Клапан выпускной","Carnival ~05",0,252,7,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/0k56612121-kia-02.jpg
287644A000,,KIA-HYUNDAI,"Прокладка глушителя","H-1 (D4BH)",0,63,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/287644a000-hyundai-01.jpg
222122C400,,KIA-HYUNDAI,"Клапан выпускной","Genesis 08~ TCI",0,387,8,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/222122c400-hyundai-01.jpg
96335947,HCZC005,KAP,"Клапан впускной","Aveo 1.5",0,59,12,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/96335947-kap-02.jpg
223113E100,223113E000/223113E001/K04GSKGR00639/K04GSKGR00643/KM0400015GR/KM0400015MT/KM0400394GR/KM0400394MT/PGAM099,KIA-HYUNDAI,"Прокладка ГБЦ ліва","Santa Fe 07~ 2,7L Magentis 2,7L Carnival 06~",0,522,6,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/223113e100-hyundai-01.jpg
240S8M1352,CT870/1606198/90531682/859715408,BANDO,"Ремень ГРМ","Chevrolet Daewoo",0,468,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/240s8m1352-bando-01.jpg
243122X000,0K30E12205/137STS22/2011AAOAA1/2011AAOAA4/2011CAIAA0/2011CAIAA2/5567XS/BO1987949558/CT1069/DG137STS22/DY94938/GB137220TD/K11BLTTM00296/KM1100175/MB137STS29/94938/1987949558/2431238700,TOPIC,"Ремінь ГРМ","RIO Estate (DC) - 1.5 16V",0,189,1,"Кременчуг - 1",1,
311111R500,KM0300001/KM0300166,KIA-HYUNDAI,"Насос топливный","Accent 13-15 Elantra 11-15 Sonata 14~ Veloster 11-14 Carens 12~ Cerato 12-16 Optima 15~ Soul 11-13",0,1575,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/311111r500-hyundai-02.jpg
K04GSKNA00746,GGXH105/KGXH105/KM0400295NA/P1LA013/2841123600,KAP,"Прокладка впускного коллектора","Cerato, Carens II,Coupe-,Elantra Sportage 06~ 05~ 2.0 DOHC",0,36,5,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/k04gskna00746-kap-01.jpg
986303L000EB,,KIA-HYUNDAI,"Форсунка омывателя лобового стекла",Grandeur,0,378,2,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/986303l000eb-hyundai-02.jpg
0K24713Z40,0K20113Z00/0K20113Z40/A1713/A25077/ADG02211/AF1661/B20307PR/C2656/CA7669/K02AIRSD00181/KB6S713Z40/KFAK006/KM0200052/LFAF414/MAF037/PAB006/T1204007/WA6370/WXWA6370/3618600209,"OEM KOREA","Фильтр воздушный","Shuma Sephia",0,81,5,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/0k24713z40-oem-korea-02.jpg
DCC010762,551603X000/HYABELNR/KBUH284/KRSKBUH284/N4250501/12062735,MANDO,"Сайлентблок задней балки","Elantra 10~ I30 12~ Veloster 11~ Cerato 12~",0,234,2,"Кременчуг - 1",1,
317605,23031GR/32N14A/553612D000/553612D100/AG08412/EX553612D000/EX553612D100/H07ASBMG03550/KM0702956GAS/PJA132A/S553612D100/SA1181A/SA1181B/SQSAH026/312430/333500/333781,SACHS,"Амортизатор задний правый (газ)","Elantra 00~",0,1260,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/317605-sachs-03.jpg
KM0401009NA,282472A100/P1ZA030,TOPIC-NA,"Прокладка турбины","Univ 1.5TCI 06-11",0,24,3,"Кременчуг - 1",1,
0K3Y211SC0,CIB027S,"BIG TORQUE","Кольца поршневые (STD)","Rio 1.5 DOHC",0,621,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/0k3y211sc0-big-torque-01.jpg
2817242751,,KIA-HYUNDAI,"Патрубок интеркуллера","H-1 04~ H-100",0,315,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/2817242751-hyundai-02.jpg
LIM1932,,LIQUIMOLY,"Масло моторное",,0,225,1,"Кременчуг - 1",1,
7738009002LAM,7738009000LAM,"SSANG YONG","Накладка декоративная правая","ACTYON KYRON",0,107,1,"Кременчуг - 1",1,
FDB1068,GDB1271/1605036/9195146,VOGEL,"Колодки тормозные дисковые","Chevrolet Opel Saab",0,572,1,"Кременчуг - 1",1,
KM1100055,4PK895/4PK897/4PK900/56992P3F003/56992P3F004/AS0115907C/KM1100055GATE/S2521222030/1987948349/2521222020/2521222030,TOPIC,"Ремінь генератора",Univ,0,68,1,"Кременчуг - 1",1,
868115H102,,KIA-HYUNDAI,"Бризговик передний левый","HD 10~",0,630,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/868115h102-kia-hyundai-02.jpg
KM0900782RBLT,391802C200/391802C400/KM0900781RBLT,TOPIC-RBLT,"Датчик положения коленвала","H1 07~",0,684,1,"Кременчуг - 1",1,
284112B600,KM0401035RU,TOPIC,"Прокладочное кольцо впуск коллектор","1,6L GAMMA 2011~ Univ",0,77,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/284112b600-topic-01.jpg
GUMZ9,0K01125060/0N01025060A/175725060A/495982E000/8BS125060/ADM53902/ASHYTUC/ASMZ9/CC526/G93001/G93001JC/J2923000/KUJ006/TMZ109/U960/27500006/175725060/175789251,GMB,"Крестовина карданного вала",Univ,0,288,3,"Кременчуг - 1",1,
702499820,AJ13019800/BGAMG5341/EL864300/MG5341/VR702499820/849511/850542/850616/864300/13019800/90106465/90409572/90500342,"VICTOR REINZ","Прокладка впускного коллектора",GM,0,36,2,"Кременчуг - 1",1,
4PK1488,0401488SX/4PK1487/1057840,DAYCO,"Ремень поликлиновый",Ford,0,126,1,"Кременчуг - 1",1,
417004H100,CMLA058/KAO0980,KIA-HYUNDAI,"Цилиндр сцепления рабочий","H-1 2.5 (08~)",0,477,2,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/417004h100-hyundai-03.jpg
0K65B13111,KM0400506/KM0400506NA/Z04GSKSD00725,KIA-HYUNDAI,"Прокладка впускного коллектора","Pregio 2,7D K3600",0,234,4,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/0k65b13111-kia-hyundai-01.jpg
2183607000,,KIA-HYUNDAI,"Болт кронштейна двигателя",Picanto,0,23,6,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/2183607000-kia-01.jpg
254122F000,GRHK115/K06HOSSD00294/KM0600549/PXNLB143,TOPIC,"Патрубок радіатора нижній","Cerato 06-09",0,126,2,"Кременчуг - 1",1,
93576H8000,,KIA-HYUNDAI,"Блок управления стеклоподъёмником","Rio 17~",0,1386,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/93576h8000-kia-hyundai-04.jpg
338002A110,0445110222/338002A100/338002A120,KIA-HYUNDAI,"Форсунка топливная в сборе",Matrix,0,5220,4,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/338002a110-hyundai-02.jpg
3930027000,0600122SX/KM0900385,KIA-HYUNDAI,"Датчик положения распредвала","Matrix 01~ TCI Getz 02~ Accent 99~ Santa Fe 00~ Elantra 00~ Tucson 04~ Trajet 00~ Cerato 2.0L TCI, Sportage 05~, Carens TCI",0,482,4,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/3930027000-hyundai-04.jpg
2453142501,KM0100257/KM0100257CHN/Z01ARMCN00012/2453142500/2453142800/2453142801/2453142880,NG,"Коромысло клапана двигателя впуск",H-1,0,171,4,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/2453142501-ng-02.jpg
411003C100,K01CLUSC00768/SDHD272,SECO,"Диск сцепления",Sorento,0,1440,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/411003c100-seco-02.jpg
548132W100,CVKK93,OEM,"Втулка стабилизатора переднего","Santa Fe 12~",0,59,2,"Кременчуг - 1",1,
964202D501,964202D500/9642017000/9642037000,KAP,"Датчик скорости","Cerato 04-06 Getz Matrix Elantra",0,198,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/964202d501-kap-02.jpg
96352407,111MR17/111RP170H/111RS17/111XR17/2011BARAA0/5310XS/94650DAYCO/A416R17MM/CT874/CT874K1/GB111170KM/K015310XS5530270/KG1100046/KG1100046GATE/KP25310XS/KTB221/QV1103P/TB336/VT200/5636560/96183353/536018710/1987949194,ACDELCO,"Ремень ГРМ","ASTRA Mk II Belmont - 1.4 i",0,252,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/96352407-acdelco-01.jpg
107YU22,0K20112205/107RHP+220H/2011CAVAA1/5274XS/ADM57508/BP0212205B/CT1024/CT751/GB107220TY/KK35012205/KM1100237/MBP0112205/MBP0112205B/OK20112205/Z11BLTPK00362/94210/859715274/1987949539,DONGIL,"Ремень ГРМ","PRIDE (DA) - 1.3 16V",0,203,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/107yu22-dongil-02.jpg
2876528020,P1NA014/2876536010,AUTO-X,"Прокладка приемной трубы","H-100 Sonata Pony",0,27,6,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/2876528020-auto-x-01.jpg
819963S010,,KIA-HYUNDAI,"Ключ-заготовка с иммобилайзером","IX35 10~ Sonata YF",0,729,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/819963s010-hyundai-01.jpg
96323481,,"GENERAL MOTORS","Бачок омывателя на 1 насос","Matiz 98~",0,375,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/96323481-general-motors-04.jpg
0K75A46500A,0K75A46500/F60307OEM/K07CBLSD06052/KM0701655/PTB132,KIA-HYUNDAI,"Трос переключения передач левый","Pregio 97-05 2,7l",0,1080,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/0k75a46500a-kia-01.jpg
CEKS9R,07130201/ADG087124/DEKS3/EKS10R/EX4666008010/PXCTD003/4666008010,CTR,"Наконечник рулевой правый","Rexton 01~",0,144,2,"Кременчуг - 1",1,
H01VLVCN01150,CZA002/H01VLVSD01143/HCZA002/KM0100128/2221122003,KAP,"Клапан впускной","Accent 1.5 SOHC",0,68,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/h01vlvcn01150-kap-01.jpg
AP111,A140072/B6S713Z40/B6S713Z409A/C25522/CA6828/LX350/WA6288,FILTRON,"Фильтр воздушный","FORD AUSTRALIA,HYUNDAI,MAZDA",0,77,2,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/ap111-filtron-01.jpg
2672005000,,KIA-HYUNDAI,"Патрубок вентилляции картера двигателя",EON,0,117,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/2672005000-hyundai-01.jpg
0K01126157,0K01A26157/1411AAKAB0,KIA-HYUNDAI,"Сальник полуоси задней","HYUNDAI KIA",0,99,28,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/0k01126157-kia-02.jpg
865573J000,,KIA-HYUNDAI,"Кронштейн бампера переднего левый",Veracruz,0,27,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/865573j000-hyundai-02.jpg
281914F000,,KIA-HYUNDAI,"Резонатор системы подачи воздуха","H-100 04~",0,239,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/281914f000-hyundai-02.jpg
7795631000LAM,,"SSANG YONG","Крышка воздуховода","ACTYON KYRON",0,40,58,"Кременчуг - 1",1,
KM0900806OE,392103C100/KM0900806RBLT/Z09SENRE00820,TOPIC-OEM,"Лямбда зонд передний левый","Sonata NF 3,3L Veracruz Grandeur Santa Fe Opirus",0,1035,1,"Кременчуг - 1",1,
548120X000,,KIA-HYUNDAI,"Втулка стабилизатора переднего","I10 07~",0,63,4,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/548120x000-hyundai-02.jpg
230602F902,230602F922,KIA-HYUNDAI,"Вкладиші шатунні (STD-C) (RED) 1 шийка","2,0TCI DIESEL IX35 09~ Sportage 09~ Santa Fe 09~",0,180,3,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/230602f902-kia-01.jpg
813722S000,,KIA-HYUNDAI,"Трос замка двери передней  правой","iX35 09~",0,324,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/813722s000-hyundai-03.jpg
555131F000,CVKH99,YANGJI,"Втулка стабилизатора заднего","Tucson 04~ Sportage 04~",0,45,2,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/555131f000-yangji-01.jpg
8177017032,8177017030/8177017031,KGS,"Амортизатор крышки багажника",Matrix,0,252,2,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/8177017032-kgs-02.jpg
4840934041,MLS577,TOYOTA,"Болт развальный - втулка LC200/LX570",TOYOTA,0,284,4,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/4840934041-toyota-03.jpg
826522J000,,KIA-HYUNDAI,"Колпачек ручки наружной двери левой",Mohave,0,189,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/826522j000-kia-02.jpg
957303C000,046141160,KIA-HYUNDAI,"Активатор замка двери передней левой","Magentis 00-05",0,1305,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/957303c000-kia-03.jpg
52933F2000,,KIA-HYUNDAI,"Датчик давления в шинах","Elantra 15~",0,1116,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/52933f2000-hyundai-05.jpg
256123F400,,KIA-HYUNDAI,"Кольцо уплотнительное","QUORIS EQUUS",0,95,1,"Кременчуг - 1",1,
218411G000,218411E001,KIA-HYUNDAI,"Болт кронштейна двигателя","Accent 06~ Rio",0,7,6,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/218411g000-kia-01.jpg
93600D9120WK,,KIA-HYUNDAI,"Блок кнопок напольной консоли","Sportage 15~",0,2385,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/93600d9120wk-kia-hyundai-03.jpg
581623E500,,KIA-HYUNDAI,"Направляющая переднего суппорта верхняя","Sorento 06-09",0,135,4,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/581623e500-kia-hyundai-01.jpg
58731A7000,58731A7000DS,KIA-HYUNDAI,"Шланг тормозной передний левый","Cerato 16~",0,342,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/58731a7000-kia-02.jpg
5171826500,5171826000/5171837000/5171838010,KIA-HYUNDAI,"Кольцо стопорное подшипника пер ступицы","Sonata Tucson Sportage",0,95,6,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/5171826500-kia-hyundai-01.jpg
826621R050,826621R050MZH/826621R050P9R,KIA-HYUNDAI,"Колпачок ручки наружной двери передней правой","Accent 11~ Solaris",0,140,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/826621r050-mobis-02.jpg
934902E001,934902E000/934902E001_XX,KIA-HYUNDAI,"Контактная группа AIR-BAG",Tucson,0,873,3,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/934902e001-kia-hyundai-02.jpg
0K24712121,CZB021E,ADDAX-Q,"Клапан выпускной","Sephia 1.8L Clarus 1.8L",0,99,7,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/0k24712121-addax-q-01.jpg
2431237400,2011ABHAA0/2011ABHAA6/207XY32/207YU32/5555XS/A652YU32MM/CT1085/G11BLTTM00096/G11BLTTM00097/GB207320TY/KM1100032/MB207YU32/S2431237500/94838/1987949493/2431237100/2431237500,TOPIC,"Ремінь ГРМ","Santa Fe 00~ Sonata 01~ Tiburon 01~",0,378,1,"Кременчуг - 1",1,
957363E000,,KIA-HYUNDAI,"Привод замка двери передней правой","Sorento 06~",0,882,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/957363e000-kia-hyundai-02.jpg
4325349600,,KIA-HYUNDAI,"Подшипник игольчатый КПП",Univ,0,198,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/4325349600-hyundai-01.jpg
DCC010148,1311AAOAH2/CBH085/CVKH24/K07BSHPH04350/KM0700526PH/5458438600/5458438610,MANDO,"Сайлентблок переднего нижнего рычага(задний)","EF Sonata, Magentis (00-05)",0,131,1,"Кременчуг - 1",1,
CEKS9L,07130202/ADG087123/EKS10L/EX4666008000/PXCTD004/4666008000,CTR,"Наконечник рулевой левый","Rexton 01~",0,144,3,"Кременчуг - 1",1,
3922021330,330562/0604091SX/3922021300/3922021310/3922021320,KAP,"Датчик температуры (на термостате)","All бензин",0,122,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/3922021330-kap-04.jpg
811304A100,,KIA-HYUNDAI,"Замок капота","H-1 00~",0,212,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/811304a100-hyundai-02.jpg
214432G000,1411AAOAE0/1411AAQZZ1/1411ACIAE0/KM0400065/KM0400881/KOS067/Z04SILSD00982/2144325000/2144325001/2144338010/2144338050,KIA-HYUNDAI,"Сальник коленвала задний","Sonata NF Magentis",0,198,6,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/214432g000-kia-01.jpg
222122A100,222122A000/CZA014E/KM0100557/KM0100557CHN,"AN JUN","Клапан выпускной","1.5TCI Accent 06~ Rio 05-11",0,86,3,"Кременчуг - 1",1,
282804A000,,KIA-HYUNDAI,"Патрубок выпускной турбины","H-1 02~",0,1629,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/282804a000-hyundai-03.jpg
7898509000,,"SSANG YONG","Кронштейн правый зеркала","ACTYON KYRON",0,45,134,"Кременчуг - 1",1,
GS8308,065100SX/0K56A2638Z/5830526A00/5830533A00/5830534A10/583053AA00/58305M2A10/58305M3A00/58305M3A01/BS1005/FN0581/FN6687/GBSH020/KBSH020/KM0703496/KM0703509/KM0703511/MLH03/MLH22/PLA003/QD0618/SA020/SA048,JFBK,"Колодки тормозные задние (барабан)","Trajet 00-05  Carnival 99-05",0,315,1,"Кременчуг - 1",1,
CLKK21L,"CLK017/DLKK23/J60321/K07LNKSD03894/KM0700598/LKK19L/PXCLB022/QL0621P/SL2025/SLK0040/SLKK23/SMSLK025/SQLKK19L
SQLKH47L/YLK25/10110162/5483007000",CTR,"Стойка стабилизатора переднего левая",Picanto,0,167,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/clkk21l-ctr-02.jpg
6631107630,,KIA-HYUNDAI,"Крыло переднее, левое","Picanto 08~",0,1980,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/6631107630-kia-03.jpg
MBP0110602A,1411CAKAD0/KOS307/MB63010602/MBP0110602,KOS,"Сальник распредвала",Univ,0,27,4,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/mbp0110602a-kos-02.jpg
KM0900270,6PU009146401/H09SENRE00665/KM0900270RBLT/SS1015212B1/138160/1953187/3918022060/3918022090,TOPIC,"Датчик положения коленвала","Accent 94-04 1,3L 1,5L Excel S-Coupe",0,261,1,"Кременчуг - 1",1,
